08/20-14:36:58.690508, 19720, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-15:43:05.950645, 7499026, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-15:43:08.762224, 7504252, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:09.763220, 7506270, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:10.815808, 7508319, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:10.815808, 7508320, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:13.785574, 7512993, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:13.785574, 7512994, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:18.803549, 7520122, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:18.803549, 7520123, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:23.764813, 7532913, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.48.21:0, 1:402:16, allow
08/20-15:43:29.881675, 7545617, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-15:44:18.183393, 7634349, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-15:46:18.448216, 7889707, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-15:47:03.739918, 7979184, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-15:48:18.013397, 8120010, ICMP, raw, 62, C2S, 10.255.255.5:0, 103.9.77.120:0, 1:449:9, allow
08/20-15:48:20.096626, 8123281, ICMP, raw, 62, C2S, 10.255.255.5:0, 103.9.77.120:0, 1:449:9, allow
08/20-15:48:24.923739, 8132381, ICMP, raw, 62, C2S, 10.255.255.5:0, 103.9.77.120:0, 1:449:9, allow
08/20-15:48:25.282702, 8132856, ICMP, raw, 62, C2S, 10.255.255.5:0, 103.9.77.120:0, 1:449:9, allow
08/20-15:50:02.766952, 8344470, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-15:50:15.510176, 8369199, ICMP, raw, 72, C2S, 10.255.255.5:0, 208.72.153.224:0, 1:449:9, allow
08/20-15:50:21.115401, 8381949, ICMP, raw, 72, C2S, 10.255.255.5:0, 208.72.153.224:0, 1:449:9, allow
08/20-15:50:26.384334, 8387629, ICMP, raw, 72, C2S, 10.255.255.5:0, 208.72.153.224:0, 1:449:9, allow
08/20-15:54:56.508444, 8845774, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-15:56:30.291664, 9075763, ICMP, raw, 576, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:30.291664, 9075764, ICMP, raw, 88, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:30.291665, 9075765, ICMP, raw, 576, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:56:30.291665, 9075766, ICMP, raw, 486, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:30.291665, 9075767, ICMP, raw, 487, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:56:30.291705, 9075771, ICMP, raw, 114, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:30.291705, 9075772, ICMP, raw, 114, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:56:30.291705, 9075773, ICMP, raw, 88, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:34.601726, 9079090, ICMP, raw, 576, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:34.601726, 9079091, ICMP, raw, 576, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:56:34.601726, 9079092, ICMP, raw, 576, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:34.601726, 9079093, ICMP, raw, 576, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:56:39.641902, 9082068, ICMP, raw, 486, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:39.641903, 9082069, ICMP, raw, 114, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:39.641903, 9082070, ICMP, raw, 487, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:56:39.641903, 9082071, ICMP, raw, 114, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:56:43.082344, 9085079, ICMP, raw, 114, C2S, 185.93.41.55:0, 172.224.40.133:0, 1:399:9, allow
08/20-15:56:43.082344, 9085080, ICMP, raw, 114, C2S, 185.93.41.55:0, 172.224.39.136:0, 1:399:9, allow
08/20-15:57:00.933195, 9094165, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-15:57:13.793853, 9106098, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-15:57:46.046256, 9122548, ICMP, raw, 62, C2S, 10.255.255.5:0, 157.148.98.30:0, 1:449:9, allow
08/20-15:57:46.303374, 9122857, ICMP, raw, 62, C2S, 10.255.255.5:0, 157.148.98.30:0, 1:449:9, allow
08/20-15:57:46.356532, 9122909, ICMP, raw, 62, C2S, 10.255.255.5:0, 157.148.98.30:0, 1:449:9, allow
08/20-15:57:46.550268, 9123093, ICMP, raw, 62, C2S, 10.255.255.5:0, 157.148.98.30:0, 1:449:9, allow
08/20-15:58:41.397298, 9170087, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-16:00:34.636553, 9265225, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:00:34.636553, 9265226, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:00:34.636553, 9265227, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:00:34.636553, 9265228, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:00:34.636553, 9265229, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:00:38.496532, 9266909, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:00:42.307105, 9269603, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:00:49.987559, 9276993, ICMP, raw, 68, C2S, 185.93.41.55:0, 192.229.221.95:0, 1:399:9, allow
08/20-16:01:28.136230, 9307347, ICMP, raw, 104, C2S, 185.93.41.55:0, 172.64.41.4:0, 1:399:9, allow
08/20-16:01:28.136231, 9307348, ICMP, raw, 80, C2S, 185.93.41.55:0, 172.64.41.4:0, 1:399:9, allow
08/20-16:01:28.136231, 9307349, ICMP, raw, 80, C2S, 185.93.41.55:0, 172.64.41.4:0, 1:399:9, allow
08/20-16:01:28.136231, 9307350, ICMP, raw, 104, C2S, 185.93.41.55:0, 172.64.41.4:0, 1:399:9, allow
08/20-16:01:28.136231, 9307351, ICMP, raw, 104, C2S, 185.93.41.55:0, 172.64.41.4:0, 1:399:9, allow
08/20-16:02:08.475357, 9328810, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:02:31.729406, 9348922, ICMP, raw, 36, C2S, 172.104.100.28:0, 185.93.41.55:0, 1:29456:3, allow
08/20-16:04:27.291949, 9440243, ICMP, raw, 98, C2S, 10.255.255.5:0, 94.141.120.83:0, 1:449:9, allow
08/20-16:05:31.823598, 9493607, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:05:41.543621, 9498894, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:06:34.655912, 9525199, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:07:13.847310, 9549377, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:10:53.206123, 9694140, ICMP, raw, 98, C2S, 10.255.255.5:0, 176.124.32.11:0, 1:449:9, allow
08/20-16:11:28.428369, 9709272, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-16:11:29.424524, 9709418, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-16:11:29.425402, 9709419, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-16:11:32.422704, 9710995, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-16:11:32.422705, 9710996, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-16:11:42.427753, 9716179, ICMP, raw, 56, C2S, 185.93.41.55:0, 172.224.39.133:0, 1:402:16, allow
08/20-16:12:41.420267, 9762346, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:13:20.601752, 9783327, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
08/20-16:13:38.282381, 9793315, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:16:26.468959, 9961583, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.255.0.6:0, 1:399:9, allow
08/20-16:16:55.850188, 10000982, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.227:0, 1:399:9, allow
08/20-16:16:56.060122, 10001045, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.227:0, 1:399:9, allow
08/20-16:16:56.610347, 10001161, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.227:0, 1:399:9, allow
08/20-16:16:57.090226, 10001297, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.227:0, 1:399:9, allow
08/20-16:16:57.160312, 10001312, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.227:0, 1:399:9, allow
08/20-16:16:57.450226, 10001378, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.168.41.227:0, 1:399:9, allow
08/20-16:16:58.650340, 10002199, ICMP, raw, 68, C2S, 10.255.255.5:0, 172.104.138.223:0, 1:399:9, allow
